timestamp,open,high,low,close,volume
2021-10-05,173.43,176.06,172.64,174.76,2629648.0
2021-10-06,172.55,174.9,169.9,173.4,2922239.0
2021-10-07,175.5,176.8681,173.7,174.29,3578801.0
2021-10-08,173.85,176.98,173.53,175.15,2375299.0
2021-10-11,175.79,176.79,173.33,173.46,2499347.0
2021-10-12,173.61,176.56,173.1,174.91,3069585.0
2021-10-13,172.78,174.0861,167.08,168.72,5608682.0
2021-10-14,171.0,172.38,169.81,171.51,3062078.0
2021-10-15,173.77,177.77,173.15,175.81,3043939.0
2021-10-18,175.58,177.605,174.33,176.82,2623346.0
2021-10-19,177.73,178.0,176.26,177.31,1400085.0
2021-10-20,176.95,179.77,176.21,179.6,2398543.0
2021-10-21,179.58,179.79,176.01,177.47,3313778.0
2021-10-22,185.0,189.03,182.2,187.08,6026087.0
2021-10-25,186.73,187.21,181.83,182.31,3889567.0
2021-10-26,183.42,183.5,177.52,180.95,3832409.0
2021-10-27,180.1,183.73,177.91,178.03,3309864.0
2021-10-28,178.4,179.2271,173.02,174.61,4865738.0
2021-10-29,175.63,176.67,173.04,173.78,3455385.0
2021-11-01,174.58,176.07,173.34,174.21,2233244.0
2021-11-02,175.0,175.2,172.57,173.17,3247875.0
2021-11-03,172.7,173.83,171.75,172.61,3831399.0
2021-11-04,172.13,174.02,171.66,172.53,3315441.0
2021-11-05,176.18,177.79,175.35,176.69,3935961.0
2021-11-08,178.07,182.09,177.79,180.05,3391950.0
2021-11-09,179.76,181.19,178.43,179.86,3016194.0
2021-11-10,179.36,183.48,179.36,181.39,3296683.0
2021-11-11,181.99,182.73,180.74,181.3,2120041.0
2021-11-12,180.71,182.38,179.65,181.89,2348216.0
2021-11-15,182.53,183.93,182.04,183.13,1748578.0
2021-11-16,183.4,183.4,179.74,180.92,3299192.0
2021-11-17,181.18,181.74,178.2,179.61,3543517.0
2021-11-18,180.0,180.37,175.84,176.21,4015517.0
2021-11-19,173.73,175.265,171.84,173.54,4456843.0
2021-11-22,174.99,175.25,170.89,170.9,4653291.0
2021-11-23,171.3,171.95,167.83,170.85,5890532.0
2021-11-24,168.48,171.98,167.9,171.61,3590757.0
2021-11-26,165.09,165.24,154.495,156.82,6804152.0
2021-11-29,160.75,161.41,154.3401,157.86,6258548.0
2021-11-30,155.09,155.87,151.7,152.3,7444938.0
2021-12-01,156.1,157.07,149.89,150.06,6159348.0
2021-12-02,151.68,157.91,151.46,156.77,6289250.0
2021-12-03,158.08,158.33,153.63,155.94,4069252.0
2021-12-06,159.07,162.74,158.05,160.68,4141873.0
2021-12-07,164.5,169.16,164.16,166.95,5124476.0
2021-12-08,167.98,170.54,167.28,168.93,4042446.0
2021-12-09,167.85,168.8299,166.55,168.02,2245342.0
2021-12-10,169.38,170.58,165.96,167.03,2768512.0
2021-12-13,166.4,166.4,161.9937,163.3,3477606.0
2021-12-14,162.14,165.26,161.06,162.85,2964201.0
2021-12-15,162.71,163.05,158.53,162.24,5012982.0
2021-12-16,164.0,165.18,161.9,163.0,4900140.0
2021-12-17,161.0,161.315,156.95,160.01,9581837.0
2021-12-20,157.0,158.21,153.78,155.89,3839553.0
2021-12-21,157.75,161.05,157.5201,160.91,3722732.0
2021-12-22,160.53,163.17,160.45,162.47,2877654.0
2021-12-23,163.86,166.3963,163.59,164.19,3140482.0
2021-12-27,165.0,165.0,162.5301,164.39,1688149.0
2021-12-28,163.6,166.13,163.6,164.41,2035328.0
2021-12-29,164.62,164.93,163.26,163.83,2082161.0
2021-12-30,164.62,165.8,164.0,164.16,1633032.0
2021-12-31,164.1,165.17,163.25,163.6,1715404.0
2022-01-03,164.51,168.4,164.4,168.21,3126302.0
2022-01-04,169.72,174.05,169.6,173.61,4799729.0
2022-01-05,174.71,176.31,171.5,171.76,4491937.0
2022-01-06,172.54,173.69,169.75,172.9,2649471.0
2022-01-07,172.49,175.36,171.8601,174.38,3043017.0
2022-01-10,176.21,176.21,170.5,173.74,4269577.0
2022-01-11,174.54,175.72,172.49,175.38,2756586.0
2022-01-12,176.23,176.82,174.17,174.47,3224454.0
2022-01-13,174.92,176.375,172.85,173.29,3808846.0
2022-01-14,168.71,168.71,164.71,168.4,6508504.0
2022-01-18,167.91,168.94,164.84,166.17,4111163.0
2022-01-19,166.73,166.73,161.17,161.39,3547440.0
2022-01-20,161.12,164.57,159.462,160.92,4205598.0
2022-01-21,159.95,161.8799,157.68,158.74,3779077.0
2022-01-24,155.82,159.45,152.85,158.93,5406501.0
2022-01-25,166.14,174.4696,159.66,173.11,13320820.0
2022-01-26,176.95,179.2247,173.03,175.32,8257282.0
2022-01-27,176.7,178.2,170.63,171.9,3651426.0
2022-01-28,171.76,177.21,169.77,177.06,4271532.0
2022-01-31,175.91,180.13,175.22,179.82,5524258.0
2022-02-01,179.92,184.04,179.0,183.54,3471202.0
2022-02-02,182.51,184.58,181.64,184.16,2841396.0
2022-02-03,184.8,185.8,182.3201,184.04,3381027.0
2022-02-04,184.91,188.68,184.18,185.85,4075775.0
2022-02-07,185.63,188.91,184.75,187.87,3260818.0
2022-02-08,188.08,194.53,187.61,194.0,5133918.0
2022-02-09,194.3,198.72,194.3,196.4,4614173.0
2022-02-10,196.36,198.23,194.61,195.51,4511139.0
2022-02-11,195.43,197.2,190.45,191.81,4834921.0
2022-02-14,192.26,194.15,190.92,192.35,3841257.0
2022-02-15,194.65,198.36,194.18,197.98,4135150.0
2022-02-16,197.5,199.55,197.24,198.38,4122642.0
2022-02-17,195.63,197.38,194.27,195.71,3051685.0
2022-02-18,194.92,197.75,194.2,194.88,2806269.0
2022-02-22,195.18,196.15,191.75,192.44,3361897.0
2022-02-23,194.35,194.45,188.55,188.95,3562094.0
2022-02-24,180.47,188.5,179.05,188.35,5886604.0
2022-02-25,189.66,194.25,189.46,193.71,5426163.0
