timestamp,open,high,low,close,volume
2021-10-05,106.04,107.77,105.42,105.86,13017313.0
2021-10-06,104.18,105.345,103.58,104.93,10630108.0
2021-10-07,105.61,106.3,105.215,105.68,8830858.0
2021-10-08,106.81,108.43,106.6,108.05,10586720.0
2021-10-11,109.56,109.63,106.9231,107.13,9794816.0
2021-10-12,106.99,107.58,106.17,107.15,9085018.0
2021-10-13,106.77,108.34,106.48,107.79,9221384.0
2021-10-14,108.88,109.16,108.11,108.81,7650588.0
2021-10-15,109.77,110.025,109.43,109.61,9968079.0
2021-10-18,110.22,110.41,108.955,109.56,10677443.0
2021-10-19,110.16,111.7,109.795,111.7,10362811.0
2021-10-20,111.09,113.17,110.78,113.16,10811367.0
2021-10-21,112.71,112.805,110.87,111.74,9372562.0
2021-10-22,112.22,112.88,111.45,112.8,8673794.0
2021-10-25,113.53,114.35,113.3011,113.85,9579769.0
2021-10-26,113.98,114.6,113.51,114.1,7463012.0
2021-10-27,113.22,113.58,111.65,112.07,9096093.0
2021-10-28,111.58,113.27,111.58,113.12,7538156.0
2021-10-29,114.83,115.29,113.15,114.49,15294239.0
2021-11-01,115.03,115.09,114.05,114.53,10998839.0
2021-11-02,114.18,114.19,113.21,113.83,9154851.0
2021-11-03,112.27,113.27,111.97,113.01,10415962.0
2021-11-04,114.22,114.26,112.91,113.51,9672950.0
2021-11-05,114.27,115.05,113.93,114.74,8102077.0
2021-11-08,115.09,115.99,114.69,115.15,7695949.0
2021-11-09,115.27,116.12,114.46,116.0,10678967.0
2021-11-10,115.76,116.21,113.66,114.15,10305103.0
2021-11-11,113.6,114.67,113.57,114.16,7317533.0
2021-11-12,113.8,114.305,113.59,114.23,8569368.0
2021-11-15,114.95,116.95,114.27,116.82,11050416.0
2021-11-16,117.11,118.08,116.86,117.28,10566262.0
2021-11-17,114.87,116.53,114.66,115.42,11108044.0
2021-11-18,114.85,115.38,113.41,114.45,8371422.0
2021-11-19,112.51,113.15,111.1,111.91,13538019.0
2021-11-22,112.02,115.1901,111.85,113.91,9947752.0
2021-11-23,115.19,116.84,115.06,116.3,10375090.0
2021-11-24,116.81,118.0,116.68,117.19,8500870.0
2021-11-26,113.35,114.83,112.63,114.51,11861780.0
2021-11-29,116.34,117.17,114.71,114.85,12003848.0
2021-11-30,113.45,115.86,112.44,112.87,24451185.0
2021-12-01,114.95,116.055,112.09,112.1,12308070.0
2021-12-02,113.25,115.7,111.93,115.14,11392389.0
2021-12-03,116.74,117.0,113.585,114.41,10445106.0
2021-12-06,115.96,117.45,115.05,116.2,9833881.0
2021-12-07,117.235,118.66,117.235,117.92,11419641.0
2021-12-08,118.39,119.26,117.66,118.45,8827850.0
2021-12-09,117.85,118.6,117.58,118.14,8334720.0
2021-12-10,118.93,119.2,116.87,118.34,9090712.0
2021-12-13,117.46,117.85,115.61,115.88,8533029.0
2021-12-14,115.74,116.915,115.47,116.22,12245285.0
2021-12-15,116.32,116.32,113.95,115.56,11069546.0
2021-12-16,116.19,118.1899,115.92,116.64,11344669.0
2021-12-17,115.92,116.46,113.53,113.6,22768789.0
2021-12-20,111.86,113.71,110.73,113.65,13464426.0
2021-12-21,114.43,116.07,114.29,115.47,11368243.0
2021-12-22,115.42,116.68,114.41,116.13,8345209.0
2021-12-23,116.51,117.92,116.4,116.41,7416618.0
2021-12-27,116.07,118.82,115.4101,118.79,7746498.0
2021-12-28,118.66,119.3401,118.035,118.56,6516975.0
2021-12-29,118.08,118.6461,117.29,117.95,6957392.0
2021-12-30,118.13,118.69,117.34,117.43,6015963.0
2021-12-31,117.38,118.09,117.13,117.35,5683747.0
2022-01-03,117.42,119.69,117.29,119.26,10721647.0
