timestamp,open,high,low,close,volume
2021-10-05,167.21,170.14,166.67,168.66,12292877.0
2021-10-06,167.99,169.1,166.0,169.02,8692607.0
2021-10-07,171.2,171.51,169.54,170.09,10195443.0
2021-10-08,170.02,171.34,169.295,170.22,8190144.0
2021-10-11,170.8,171.29,166.46,166.64,12154737.0
2021-10-12,165.75,166.6898,164.77,165.36,13032633.0
2021-10-13,164.07,165.41,160.6,161.0,22753485.0
2021-10-14,161.75,164.01,160.06,163.47,15180727.0
2021-10-15,165.35,167.17,164.14,166.61,14267441.0
2021-10-18,166.48,168.6084,165.91,166.55,12672909.0
2021-10-19,167.4,168.65,166.58,168.57,8053949.0
2021-10-20,168.3,170.87,167.46,170.84,8185565.0
2021-10-21,170.755,171.3293,168.68,169.5,8415166.0
2021-10-22,170.03,172.09,169.7,171.78,8817895.0
2021-10-25,172.71,172.96,170.48,170.94,10159202.0
2021-10-26,171.0,172.4902,170.54,171.4,8015067.0
2021-10-27,170.32,170.7,167.34,167.83,9846993.0
2021-10-28,168.3,170.51,167.96,170.36,7212937.0
2021-10-29,171.18,172.24,169.39,169.89,8140070.0
2021-11-01,172.04,172.33,169.005,169.8,7363210.0
2021-11-02,169.8,171.69,168.92,170.47,7072025.0
2021-11-03,170.13,171.13,169.15,170.53,8402685.0
2021-11-04,170.0,170.2,166.4901,168.29,9574152.0
2021-11-05,168.9,170.09,167.41,168.05,7975570.0
2021-11-08,169.05,170.92,168.74,169.06,6413707.0
2021-11-09,167.35,168.47,166.595,167.78,7620477.0
2021-11-10,167.45,168.95,167.09,167.62,6999214.0
2021-11-11,167.52,168.68,166.9,167.61,5815267.0
2021-11-12,167.65,167.74,165.72,166.86,7974426.0
2021-11-15,167.21,167.785,166.0,166.56,6492463.0
2021-11-16,167.06,167.07,165.12,165.36,9706145.0
2021-11-17,165.21,165.56,163.39,164.47,9909576.0
2021-11-18,164.39,164.85,162.56,163.05,8123567.0
2021-11-19,161.3,162.11,159.45,160.92,12193634.0
2021-11-22,164.16,165.98,162.99,164.35,14551672.0
2021-11-23,165.5,168.555,165.37,168.28,12362344.0
2021-11-24,168.46,169.44,166.44,166.96,9629790.0
2021-11-26,162.14,162.65,158.82,161.93,13619276.0
2021-11-29,163.31,164.78,159.817,161.23,12104369.0
2021-11-30,159.155,160.63,158.29,158.83,18922616.0
2021-12-01,161.0,163.27,157.8,157.89,12258685.0
2021-12-02,159.83,163.25,158.8,161.21,12969926.0
2021-12-03,161.5,161.829,157.19,158.29,12681765.0
2021-12-06,161.01,162.61,159.46,160.16,11186493.0
2021-12-07,161.88,163.39,161.16,162.57,9851554.0
2021-12-08,162.66,163.27,160.17,160.71,11705673.0
2021-12-09,159.65,160.93,158.65,160.46,11189642.0
2021-12-10,161.32,161.702,159.13,159.82,10405374.0
2021-12-13,159.5,159.79,157.2846,157.92,12068987.0
2021-12-14,157.45,160.89,157.3,159.13,12563560.0
2021-12-15,159.85,159.85,157.35,157.94,14014167.0
2021-12-16,160.39,161.825,158.7,160.41,19542759.0
2021-12-17,159.315,159.38,155.18,156.76,28138027.0
2021-12-20,154.51,154.7,151.84,153.94,15147982.0
2021-12-21,155.41,157.18,155.09,156.09,11291338.0
2021-12-22,155.75,157.055,155.24,156.7,7272989.0
2021-12-23,157.61,159.12,157.21,157.26,8055154.0
2021-12-27,157.6,158.2,156.34,158.16,6189234.0
2021-12-28,158.2,160.15,158.08,158.64,6342743.0
2021-12-29,158.85,159.63,158.15,158.56,6398927.0
